REQUEST_ID,CREATED_ON,REQUEST_TYPE,REQUEST_ORIGIN,STATUS,DEPARTMENT,NEIGHBORHOOD,COUNCIL_DISTRICT,WARD,TRACT,PUBLIC_WORKS_DIVISION,PLI_DIVISION,POLICE_ZONE,FIRE_ZONE,X,Y,GEO_ACCURACY
139902,2017-03-20T08:19:00,URA property,Call Center,1,,Central Northside,6,25,42003250300,1,25,1,1-21,-80.0121186408238,40.4584113604454,APPROXIMATE
144050,2017-04-09T02:29:00,Excessive Noise/Disturbances,Website,1,Police - Zones 1-6,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,-79.9254198870164,40.4319031922256,APPROXIMATE
246950,2018-05-09T14:58:00,Potholes,Call Center,1,DPW - Street Maintenance,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,-79.8889412,40.4677037,EXACT
96671,2016-08-15T15:28:00,Public Right of Way,Call Center,1,DPW - Street Maintenance,Hazelwood,5,15,42003562900,3,15,4,2-13,-79.944486,40.404899,EXACT
194780,2017-10-20T15:43:00,Sidewalk Obstruction,Call Center,0,DOMI - Permits,Central Business District,6,2,42003020100,6,2,2,1-3,-80.0027204,40.4416918,EXACT
264433,2018-06-27T19:55:00,Early Set Out,Website,1,DPW - Refuse,,,,,,,,,,,OUT_OF_BOUNDS
275482,2018-07-30T18:26:00,Public Right of Way,Website,0,DPW - Street Maintenance,Sheraden,2,20,42003202200,5,20,6,1-16,-80.0608812,40.4534923,EXACT
217845,2018-02-12T08:53:00,Refuse Violations,Call Center,1,DPW - Refuse,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.9676514403464,40.4227706746414,APPROXIMATE
311706,2019-01-22T08:53:00,Snow/Ice removal,Call Center,1,DPW - Street Maintenance,Crafton Heights,2,20,42003281400,5,20,6,1-16,-80.0514239,40.4494607,EXACT
277441,2018-08-06T12:15:00,Paving Concern/Problem,Call Center,1,DOMI - Asphalt,Carrick,4,29,42003290100,3,29,3,4-23,-79.991224,40.3974819,EXACT
245425,2018-05-04T09:49:00,Illegal Parking,Website,0,Police - Zones 1-6,,,,,,,,,,,OUT_OF_BOUNDS
151232,2017-05-05T15:15:00,Potholes,Call Center,1,DPW - Street Maintenance,New Homestead,5,31,42003310300,3,31,4,4-20,-79.9183363,40.3792769,EXACT
159486,2017-06-05T20:21:00,Abandoned Vehicle (parked on street),Website,0,Police - AVU,Allentown,3,18,42003180300,5,18,3,4-5,-79.994379436373,40.424817054902,APPROXIMATE
269335,2018-07-11T11:20:00,Sinkhole,Call Center,1,DPW - Street Maintenance,Larimer,9,12,42003120800,2,12,5,3-12,-79.9127863,40.4617492,EXACT
292046,2018-10-01T08:10:00,HVAC Not Functioning,Call Center,1,"Permits, Licenses and Inspections",Greenfield,5,15,42003151700,3,15,4,2-15,-79.9343403553425,40.4273348671118,APPROXIMATE
86780,2016-07-11T10:22:00,Unpermitted Electrical Work,Control Panel,1,"Permits, Licenses and Inspections",,,,,,,,,,,OUT_OF_BOUNDS
185613,2017-09-08T22:59:00,Excessive Noise/Disturbances,Website,0,Police - Zones 1-6,Shadyside,8,7,42003070500,2,7,4,3-11,-79.9307600836303,40.4537757732792,APPROXIMATE
249103,2018-05-16T11:13:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Carrick,4,29,42003290400,3,29,3,4-23,-79.9896199,40.3877346,EXACT
211723,2018-01-22T16:08:00,Sidewalk Obstruction,Website,1,DOMI - Permits,Lower Lawrenceville,7,6,42003060300,2,6,2,3-2,-79.9661083873108,40.4615642072204,EXACT
49601,2016-02-22T12:07:00,Refuse Violations,Call Center,1,DPW - Refuse,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.9689654003212,40.4191822060205,APPROXIMATE
375026,2019-08-20T10:29:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,-80.0323482,40.4709347,EXACT
136679,2017-03-06T13:38:00,Junk Vehicles,Website,1,"Permits, Licenses and Inspections",Perry North,1,26,42003260200,1,26,1,1-15,-80.0243713735298,40.4917960221036,APPROXIMATE
232309,2018-03-22T14:22:00,Public Right of Way,Call Center,1,DPW - Street Maintenance,Greenfield,5,14,42003151600,3,14,4,2-12,-79.946996,40.4276709,EXACT
53472,2016-03-08T11:00:00,Broken Sidewalk,Control Panel,3,"Permits, Licenses and Inspections",Central Lawrenceville,7,9,42003090200,2,9,2,3-3,-79.9590259,40.4720892,EXACT
268047,2018-07-08T10:35:00,"Catch Basin, Clogged",Report2Gov iOS,1,Pittsburgh Water and Sewer Authority,Allentown,3,18,42003180300,5,18,3,4-6,-79.9922989153442,40.421707,EXACT
132726,2017-02-20T09:31:00,Litter,Control Panel,1,DPW - Street Maintenance,Shadyside,8,7,42003070300,2,7,4,3-22,-79.933564,40.4542319,EXACT
327803,2019-03-25T13:05:00,Potholes,Website,1,DPW - Street Maintenance,Perry North,1,26,42003260200,1,26,1,1-15,-80.0110678,40.4907556,EXACT
110958,2016-10-16T07:02:00,Excessive Noise/Disturbances,Report2Gov iOS,1,Police - Zones 1-6,East Allegheny,1,23,42003563200,1,23,1,1-5,-79.9971652141703,40.4573901877906,APPROXIMATE
85726,2016-07-06T15:59:00,Collapsed Catch Basin,Call Center,1,Pittsburgh Water and Sewer Authority,Spring Garden,1,24,42003241200,1,24,1,1-5,-79.9910956944427,40.4594805730916,EXACT
128064,2017-01-27T13:06:00,Unpermitted Fire System Work,Control Panel,3,"Permits, Licenses and Inspections",Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,-80.0275314727774,40.4702933278071,APPROXIMATE
298319,2018-10-31T08:39:00,Illegal Dumping,Website,0,DOMI - Permits,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,-79.9210288629801,40.4312719564122,APPROXIMATE
158427,2017-06-01T15:27:00,Dead tree (Public property),Call Center,1,DPW - Forestry Division,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.9794872,40.4279208,EXACT
154809,2017-05-18T14:40:00,Brick/Block or Concrete Slab Repair,Call Center,1,DPW - Construction Division,Squirrel Hill North,8,14,42003140200,3,14,4,2-17,-79.9258204,40.4475405,EXACT
44143,2016-01-29T09:36:00,Potholes,Call Center,1,DPW - Street Maintenance,Hazelwood,5,15,42003562900,3,15,4,2-12,-79.9498492257172,40.4256319750887,EXACT
291583,2018-09-27T13:44:00,Wires,Control Panel,1,DOMI - Permits,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,-79.9941882,40.4619052,EXACT
14468,2015-07-21T10:24:00,Dead Animal,Call Center,1,Animal Care & Control,Perry South,6,25,42003261400,1,25,1,1-10,-80.012578,40.462912,EXACT
105540,2016-09-20T09:51:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",Spring Hill-City View,1,24,42003262000,1,24,1,1-24,-79.994208,40.465497,EXACT
150994,2017-05-04T17:23:00,City Source (CDBG),Call Center,1,"City Source Associates, Inc.",Lincoln Place,5,31,42003310200,3,31,4,4-20,-79.9108204998442,40.3659136848123,APPROXIMATE
349918,2019-06-10T13:58:00,Potholes,Twitter,1,DPW - Street Maintenance,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9555561,40.4110191,EXACT
371125,2019-08-07T12:19:00,Potholes,Call Center,3,DPW - Street Maintenance,Esplen,2,20,42003562500,5,20,6,1-27,-80.039725,40.453094,EXACT
335707,2019-04-28T14:32:00,Potholes,Website,1,DPW - Street Maintenance,Beechview,4,19,42003191600,5,19,6,4-28,-80.0218971116394,40.4116003939711,EXACT
67629,2016-05-09T12:21:00,Weeds/Debris,Control Panel,1,"Permits, Licenses and Inspections",Manchester,6,21,42003210700,1,21,1,1-8,-80.0248370576027,40.4509799669102,EXACT
59297,2016-04-04T17:18:00,Abandoned Vehicle (parked on street),Call Center,1,Police - AVU,Beechview,4,19,42003191600,5,19,6,4-28,-80.0277265794467,40.4120050551199,APPROXIMATE
275011,2018-07-30T08:32:00,"Litter Can, Public",Call Center,1,DPW - Street Maintenance,Allegheny Center,1,22,42003562700,1,22,1,1-7,-80.0099076016052,40.4531127196786,EXACT
223497,2018-02-22T09:45:00,"Litter Can, Public",Call Center,1,DPW - Street Maintenance,Knoxville,3,30,42003300100,5,30,3,4-7,-79.9945237,40.4111863,EXACT
29476,2015-10-27T12:35:00,Pruning (city tree),Call Center,3,DPW - Forestry Division,Central Business District,6,2,42003020100,6,2,2,1-3,-79.995567,40.443774,EXACT
357877,2019-07-05T10:44:00,Drainage/Leak,Call Center,1,DPW - Street Maintenance,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,-79.8944523,40.4713391,EXACT
25178,2015-09-25T10:53:00,Building (Residential)/DO NOT USE,Website,1,311,Homewood South,9,13,42003130400,2,13,5,3-17,-79.8893521241809,40.4508268404594,APPROXIMATE
376513,2019-08-23T13:53:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Carrick,4,29,42003290200,3,29,3,4-12,-79.9839463,40.3929583,EXACT
283032,2018-08-23T16:41:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Knoxville,3,30,42003300100,5,30,3,4-7,-79.9941119,40.4112256,EXACT
1480,2015-04-22T11:50:00,Potholes,Call Center,1,DPW - Street Maintenance,Central Lawrenceville,7,9,42003090200,2,9,2,3-3,-79.9548174,40.4678518,EXACT
101617,2016-09-01T14:21:00,Litter,Call Center,1,DPW - Street Maintenance,Carrick,4,29,42003290100,3,29,3,4-7,-79.9922799,40.403004,EXACT
114590,2016-11-03T21:52:00,Excessive Noise/Disturbances,Report2Gov iOS,1,Police - Zones 1-6,East Allegheny,1,23,42003563200,1,23,1,1-5,-79.997173776246,40.457229077728,APPROXIMATE
1397,2015-04-22T08:47:00,Replace/Repair a Sign,Call Center,1,DOMI - TrafficShop,Bluff,6,1,42003010300,3,1,2,2-4,-79.9897652864456,40.4344987924957,EXACT
310753,2019-01-16T08:14:00,Snow/Ice removal,Call Center,1,DPW - Street Maintenance,Mount Washington,3,18,42003180700,5,18,3,4-5,-80.0029552,40.4239236,EXACT
227124,2018-03-05T12:25:00,Potholes,Call Center,1,DPW - Street Maintenance,Larimer,9,12,42003120400,2,12,5,3-12,-79.9060394235565,40.4627134590547,EXACT
214682,2018-01-30T17:15:00,Snow/Ice removal,Call Center,1,DPW - Street Maintenance,South Oakland,3,4,42003040900,3,4,4,2-11,-79.9521997,40.4293012,EXACT
6124,2015-05-22T15:54:00,Potholes,Control Panel,1,DPW - Street Maintenance,North Oakland,8,4,42003982200,3,4,4,2-9,-79.9504479,40.4456998,EXACT
74604,2016-06-01T11:50:00,Request New Sign,Call Center,1,DOMI - Traffic,Brookline,4,32,42003320600,5,32,6,4-25,-80.00268,40.399684,EXACT
130662,2017-02-08T07:51:00,Litter,Call Center,1,DPW - Street Maintenance,Central Business District,6,2,42003020100,6,2,2,1-3,-79.995009,40.4421858,EXACT
118837,2016-12-02T12:41:00,Building Maintenance,Control Panel,3,"Permits, Licenses and Inspections",Hazelwood,5,15,42003562900,3,15,4,2-13,-79.94320835107,40.4155179937037,APPROXIMATE
302856,2018-11-28T10:40:00,Snow/Ice removal,Call Center,1,DPW - Street Maintenance,Perry North,1,26,42003260200,1,26,1,1-15,-80.0181739,40.487259,EXACT
194288,2017-10-18T16:48:00,Street Light - Repair,Call Center,1,Allegheny City Electric,South Oakland,3,4,42003040900,3,4,4,2-11,-79.9525217,40.4329306,EXACT
322295,2019-02-28T10:48:00,Vacant Building,Control Panel,1,"Permits, Licenses and Inspections",Carrick,4,29,42003290200,3,29,3,4-12,-79.9832467,40.3999974,EXACT
271169,2018-07-17T11:36:00,Paving Request,Call Center,1,DOMI - Asphalt,East Hills,9,13,42003130600,2,13,5,3-17,-79.8743301,40.4578639,EXACT
125903,2017-01-17T15:31:00,Potholes,Call Center,1,DPW - Street Maintenance,Homewood North,9,13,42003130100,2,13,5,3-18,-79.8945783,40.4617598,EXACT
23504,2015-09-14T18:42:00,Vacant Building,Website,1,"Permits, Licenses and Inspections",East Allegheny,1,23,42003563200,1,23,1,1-5,-79.9968685,40.4573087,EXACT
250907,2018-05-21T15:14:00,Missed Pick Up,Call Center,1,DPW - Refuse,,,,,,,,,,,OUT_OF_BOUNDS
5498,2015-05-19T09:53:00,Missed Pick Up,Call Center,1,DPW - Refuse,Windgap,2,28,42003563000,5,28,6,1-16,-80.0779108781931,40.4596796098535,APPROXIMATE
167229,2017-07-05T11:06:00,Board Up (PLI referral to DPW),Control Panel,1,DPW - Construction Division,Perry North,1,26,42003260700,1,26,1,1-15,-80.0127859528045,40.4859794111109,APPROXIMATE
367198,2019-07-26T10:39:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Beltzhoover,3,18,42003562400,5,18,3,4-21,-79.9993718,40.4145152,EXACT
34820,2015-11-20T08:32:00,Sidewalk Obstruction,Call Center,1,DOMI - Permits,Larimer,9,12,42003120800,2,12,5,3-10,-79.9173613,40.4634743,EXACT
166738,2017-07-02T15:06:00,Potholes,Website,1,DPW - Street Maintenance,Stanton Heights,7,10,42003101800,2,10,5,3-7,-79.9322553,40.4865304,EXACT
270436,2018-07-15T21:07:00,Building Maintenance,Website,1,"Permits, Licenses and Inspections",Sheraden,2,20,42003202200,5,20,6,1-16,-80.062314562497,40.4549384958044,APPROXIMATE
142137,2017-03-30T09:27:00,Manhole Cover ,Call Center,1,DOMI - Permits,Brighton Heights,1,27,42003270300,1,27,1,1-14,-80.041084,40.4800744,EXACT
254061,2018-05-30T16:09:00,Replace/Repair a Sign,Call Center,3,DOMI - TrafficShop,Mount Washington,2,19,42003191400,5,19,3,4-27,-80.0126576,40.4225357,EXACT
305415,2018-12-14T12:14:00,Replace/Repair a Sign,Call Center,1,DOMI - TrafficShop,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.9689032,40.4238053,EXACT
95276,2016-08-09T15:31:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,-80.0273726,40.4781447,EXACT
76283,2016-06-03T15:34:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Squirrel Hill South,5,14,42003141400,3,14,4,2-21,-79.925443,40.42579,EXACT
154364,2017-05-17T12:09:00,Replace/Repair a Sign,Call Center,1,DOMI - TrafficShop,Perry South,6,26,42003261500,1,26,1,1-23,-80.0118769,40.4724933,EXACT
191970,2017-10-06T15:12:00,City Source (CDBG),Call Center,1,"City Source Associates, Inc.",Homewood West,9,12,42003120700,2,12,5,3-18,-79.9019218773515,40.4624013579929,APPROXIMATE
297257,2018-10-24T10:03:00,Wires,Call Center,1,DOMI - Permits,Beechview,4,19,42003192000,5,19,6,4-28,-80.023341,40.4074616,EXACT
257226,2018-06-08T11:09:00,Sewers,Call Center,1,Pittsburgh Water and Sewer Authority,Central Lawrenceville,7,9,42003090200,2,9,2,3-3,-79.95735,40.466892,EXACT
282588,2018-08-22T14:02:00,Unpermitted Electrical Work,Control Panel,3,"Permits, Licenses and Inspections",Central Business District,6,2,42003020100,6,2,2,1-3,-79.9980709443395,40.442139137099,APPROXIMATE
324088,2019-03-08T12:13:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98372,40.4289685,EXACT
71250,2016-05-18T15:07:00,Patrol,Call Center,1,Police - Zones 1-6,East Hills,9,13,42003130600,2,13,5,3-19,-79.871411859163,40.4531746571785,APPROXIMATE
80209,2016-06-17T13:41:00,Unpermitted HVAC Work,Control Panel,1,"Permits, Licenses and Inspections",,,,,,,,,,,OUT_OF_BOUNDS
232560,2018-03-23T13:49:00,Traffic Shop ,Control Panel,1,DOMI - TrafficShop,Friendship,7,8,42003080700,2,8,5,3-23,-79.9350893788905,40.4591553386738,APPROXIMATE
58549,2016-03-31T10:55:00,Replace/Repair a Sign,Call Center,1,DOMI - TrafficShop,Brookline,4,19,42003191700,5,19,6,4-26,-80.014183,40.396222,EXACT
29879,2015-10-29T13:54:00,Potholes,Call Center,1,DPW - Street Maintenance,Stanton Heights,9,10,42003100500,2,10,5,3-7,-79.9400237,40.477091,EXACT
301346,2018-11-19T08:42:00,Dumpster (on Street),Call Center,3,DOMI - Permits,Central Business District,6,1,42003020100,6,1,2,1-4,-79.9983343,40.4384589,EXACT
222649,2018-02-20T14:28:00,Traffic,Report2Gov Android,0,Police - Zones 1-6,Beechview,4,19,42003191600,5,19,6,4-28,-80.0230517,40.414414,EXACT
41569,2016-01-13T13:18:00,Snow/Ice removal,Call Center,1,DPW - Street Maintenance,Beechview,4,19,42003191600,5,19,6,4-28,-80.0153307,40.4116275,EXACT
40069,2016-01-08T10:17:00,Building Maintenance,Control Panel,1,"Permits, Licenses and Inspections",Allentown,3,18,42003180300,5,18,3,4-6,-79.9929250241648,40.4190528141294,APPROXIMATE
294821,2018-10-10T17:20:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",Mount Washington,2,19,42003191500,5,19,3,4-27,-80.0127761,40.4216981,EXACT
159183,2017-06-05T10:44:00,Weeds/Debris,Website,1,"Permits, Licenses and Inspections",Westwood,2,28,42003563100,5,28,6,1-18,-80.0477390085983,40.432561417373,EXACT
116055,2016-11-14T12:43:00,PWSA Billing or Shut Off,Website,1,Pittsburgh Water and Sewer Authority,South Side Slopes,3,17,42003170600,3,17,3,4-5,-79.9898284970695,40.4257468816527,APPROXIMATE
292752,2018-10-02T15:01:00,Fire Safety System Not Working,Control Panel,1,"Permits, Licenses and Inspections",Spring Garden,1,26,42003241200,1,26,1,1-11,-79.9896730620845,40.4739736439536,APPROXIMATE
234547,2018-04-02T13:45:00,Potholes,Call Center,1,DPW - Street Maintenance,Banksville,2,20,42003202300,5,20,6,4-9,-80.0402164055573,40.4022796635125,EXACT
38658,2015-12-28T11:39:00,Tree Issues,Control Panel,1,"Permits, Licenses and Inspections",Squirrel Hill North,8,14,42003140100,3,14,4,2-8,-79.934111437851,40.4432407469148,APPROXIMATE
332424,2019-04-14T01:54:00,Road,Website,0,DOMI - Permits,Central Northside,6,25,42003250300,1,25,1,1-21,-80.010369,40.4576508,EXACT
320350,2019-02-21T10:11:00,Potholes,Twitter,1,DPW - Street Maintenance,Swisshelm Park,5,14,42003141100,3,14,4,2-19,-79.9023886,40.4221466,EXACT
321291,2019-02-25T12:53:00,Potholes,Call Center,1,DPW - Street Maintenance,Shadyside,8,14,42003070300,3,14,4,2-26,-79.9371469,40.4478133,EXACT
34588,2015-11-18T16:05:00,Electrical Violation,Control Panel,3,"Permits, Licenses and Inspections",Regent Square,5,14,42003141000,3,14,4,2-16,-79.8978631738673,40.4330201436212,APPROXIMATE
218412,2018-02-12T15:14:00,Potholes,Call Center,1,DPW - Street Maintenance,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,-79.9340473,40.4376939,EXACT
377492,2019-08-27T12:22:00,Weeds/Debris,Website,1,"Permits, Licenses and Inspections",South Side Flats,3,17,42003170200,3,17,3,4-2,-79.9896351183853,40.4272943471255,EXACT
193996,2017-10-17T16:29:00,Zoning Issue,Website,1,"Permits, Licenses and Inspections",Perry South,6,26,42003261500,1,26,1,1-23,-80.0098777082293,40.4733156686298,APPROXIMATE
196906,2017-11-02T13:45:00,Tree Removal,Website,1,DPW - Forestry Division,Regent Square,5,14,42003141000,3,14,4,2-16,-79.8958387,40.4354975,EXACT
272324,2018-07-20T09:50:00,Paving Concern/Problem,Website,1,DOMI - Asphalt,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.970488,40.4225458,EXACT
149893,2017-05-02T10:58:00,Patrol,Call Center,0,Police - Zones 1-6,Brookline,4,32,42003320600,5,32,6,4-25,-80.002650751028,40.398817235314,APPROXIMATE
376609,2019-08-23T16:01:00,City Source (CDBG),Control Panel,0,"City Source Associates, Inc.",Beltzhoover,3,18,42003562400,5,18,3,4-16,-80.0051191692932,40.4188840402956,APPROXIMATE
63139,2016-04-19T11:21:00,Junk Vehicles,Call Center,1,"Permits, Licenses and Inspections",Homewood South,9,13,42003130400,2,13,5,3-17,-79.8892263902776,40.4507737200005,APPROXIMATE
60003,2016-04-07T17:58:00,Manhole Cover ,Call Center,1,DOMI - Permits,Brookline,4,19,42003191700,5,19,6,4-28,-80.0184139,40.4056261,EXACT
381291,2019-09-10T08:01:00,Bicycle/Pedestrian Concerns,Report2Gov iOS,3,DOMI - Traffic,North Oakland,8,4,42003562000,3,4,4,2-7,-79.9560452335685,40.4484333304651,APPROXIMATE
326857,2019-03-20T11:52:00,"City Steps, Need Repaired",Call Center,0,DPW - Construction Division,Banksville,2,20,42003202300,5,20,6,4-9,-80.040528519574,40.4030797490017,EXACT
383089,2019-09-16T14:05:00,Request New Sign,Control Panel,0,DOMI - Traffic,Westwood,2,28,42003563100,5,28,6,1-18,-80.0488853,40.4300035,EXACT
325395,2019-03-14T09:49:00,Building Without a Permit,Call Center,1,"Permits, Licenses and Inspections",South Oakland,3,4,42003040900,3,4,4,2-11,-79.9555705144659,40.4319801302678,APPROXIMATE
162771,2017-06-16T16:13:00,Question,Call Center,1,311,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,-79.9925641040256,40.4679795949935,APPROXIMATE
147800,2017-04-24T16:10:00,Abandoned Vehicle (parked on street),Report2Gov iOS,0,Police - AVU,Brighton Heights,1,27,42003270300,1,27,1,1-14,-80.0396162395579,40.4769843729668,APPROXIMATE
47090,2016-02-15T19:30:00,Snow/Ice removal,Website,1,DPW - Street Maintenance,Point Breeze,8,14,42003140400,3,14,4,2-17,-79.917375,40.447117,EXACT
227031,2018-03-05T10:49:00,Water Main Break,Call Center,1,Pittsburgh Water and Sewer Authority,Overbrook,4,32,42003320700,5,32,3,4-25,-79.9962079524994,40.3825455911176,EXACT
60741,2016-04-12T17:34:00,Missed Pick Up,Call Center,1,DPW - Refuse,Point Breeze,8,14,42003140400,3,14,4,2-17,-79.9141492286742,40.448050840507,APPROXIMATE
116610,2016-11-16T12:55:00,Leak,Website,1,Pittsburgh Water and Sewer Authority,North Oakland,8,4,42003982200,3,4,4,2-9,-79.950365,40.4451181103691,EXACT
183165,2017-08-29T13:05:00,Street Light - Repair,Control Panel,1,Allegheny City Electric,East Liberty,9,12,42003111500,2,12,5,3-13,-79.9189125209015,40.4586783465236,EXACT
269990,2018-07-12T19:32:00,Paving Concern/Problem,Report2Gov Android,1,DOMI - Asphalt,Overbrook,4,32,42003320400,5,32,3,4-23,-79.9911148,40.3808877,EXACT
